date,mode,scenario,model_arm,days,initial_soc_kwh,terminal_soc_kwh,plan_cost_yuan,adjustment_cost_yuan,emergency_cost_yuan,final_relative_cost_yuan,sequential_cost_yuan,emergency_kwh,unused_surplus_kwh
2025-02-01,q3,S3,joint_empirical,1,6000.0,6012.9291275000005,26207.024743890775,-920.8024130973746,3280.8577899777792,28567.08012077118,29136.531786359745,671.0720805555559,8778.19472777778
2025-02-02,q3,S3,joint_empirical,1,6012.9291275000005,6012.8837650000005,60082.108997587915,-937.6470271422685,1935.5134598852737,61079.9754303309,61157.28644598409,389.03766272222117,9389.308746262002
2025-02-03,q3,S3,joint_empirical,1,6012.8837650000005,6028.180756250001,61707.79801788263,-1828.3602612530024,2827.6522812568414,62707.09003788647,62759.8502393623,655.0216731666684,7974.01949583334
2025-02-04,q3,S3,joint_empirical,1,6028.180756250001,6021.0540225,63553.82951227279,-1522.8889430517027,1684.5193778395872,63715.459947060684,63745.054921546514,416.40051944444525,9582.92405972222
2025-02-05,q3,S3,joint_empirical,1,6021.0540225,6024.605674999999,59525.73720553966,-216.99252204659308,2581.3604480791646,61890.10513157222,61890.10513157222,570.9731263888883,8158.402450840194
2025-02-06,q3,S3,joint_empirical,1,6024.605674999999,6025.37177,63394.4205622622,-2372.960325161805,2867.654785634023,63889.11502273442,63889.11502273442,633.3263736111097,8496.519248611114
2025-02-07,q3,S3,joint_empirical,1,6025.37177,6021.08098875,25681.204344071713,-1074.4371609906523,1374.1742747833343,25980.941457864406,25980.941457864406,308.27964722222237,9839.29518902778
2025-02-08,q3,S3,joint_empirical,1,6021.08098875,6019.6197725,21290.911127934105,174.03062904333277,5822.5036461094105,27287.44540308685,27420.34962418227,1227.258359013887,7235.030661361104
2025-02-09,q3,S3,joint_empirical,1,6019.6197725,6015.838409999999,59735.53553449118,-740.3172408676472,1682.6683539739638,60677.88664759748,60677.88664759748,397.08181875000105,8270.705376486114
2025-02-10,q3,S3,joint_empirical,1,6015.838409999999,6015.84122875,56268.69071204515,-1606.7437849416963,3592.5998800638845,58254.54680716734,59924.31630411066,820.3704944444431,6744.826774333338
2025-02-11,q3,S3,joint_empirical,1,6015.84122875,6010.44718125,56842.14972344433,-1943.1215163416284,5074.056591122218,59973.0847982249,60073.329545735054,1092.935469444444,6291.882191083672
2025-02-12,q3,S3,joint_empirical,1,6010.44718125,6017.5710800000015,56983.94248150317,-2034.4352079245562,4447.5716138395865,59397.07888741822,59408.333410378356,933.2015861111119,5828.997618055558
2025-02-13,q3,S3,joint_empirical,1,6017.5710800000015,6007.849488750001,52626.59268753446,-1092.1981702100884,4376.571643068061,55910.96616039243,56399.41056220139,930.6553569444454,6733.233535798023
2025-02-14,q3,S3,joint_empirical,1,6007.849488750001,6005.92984625,20948.62965822025,84.7444868978621,3144.3195764916627,24177.69372160978,24219.956365463946,683.0718305555547,7606.226221946846
2025-02-15,q3,S3,joint_empirical,1,6005.92984625,6011.006656250001,21181.303184905973,-234.85627377368016,4681.849440452077,25628.296351584366,25809.935574843672,1108.6855611111096,8492.989313220169
2025-02-16,q3,S3,joint_empirical,1,6011.006656250001,6012.44871125,56066.18667465249,-2560.0503138267536,7871.143481729859,61377.27984255558,61393.2445979778,1874.5270430555545,4208.466066666671
2025-02-17,q3,S3,joint_empirical,1,6012.44871125,6014.07104,55142.67015286302,-2787.1358857385885,4417.600854861112,56773.135121985535,56773.135121985535,1044.7943875000003,5776.927613185871
2025-02-18,q3,S3,joint_empirical,1,6014.07104,6019.248191249999,49069.734943948664,253.27169275120713,7885.6401982086245,57208.64683490849,57208.64683490849,1901.3360161711273,4839.763727777782
2025-02-19,q3,S3,joint_empirical,1,6019.248191249999,6010.2009825,49176.72968884612,135.17977911420232,7589.598018653506,56901.507486613846,56901.507486613846,1915.6687867361106,3890.917433333332
2025-02-20,q3,S3,joint_empirical,1,6010.2009825,6014.20808625,50680.03565819255,-759.9727021296956,5651.262078629088,55571.325034691945,56009.91812880693,1282.7721518055532,5331.9466791666655
2025-02-21,q3,S3,joint_empirical,1,6014.20808625,6010.9270425,18384.310711496542,39.15361438483346,5032.718793189921,23456.183119071302,23456.183119071302,1285.4499793194432,7991.64354861111
2025-02-22,q3,S3,joint_empirical,1,6010.9270425,6019.744826249999,18194.550079936507,2.972880911591325,7755.907998531245,25953.430959379344,26151.810463127433,1866.4167833333322,5609.614568227027
2025-02-23,q3,S3,joint_empirical,1,6019.744826249999,6011.605931249999,49163.73086999321,-640.5929819396395,10266.466704319439,58789.60459237299,58849.1721375177,2505.446677777777,4498.078520833337
2025-02-24,q3,S3,joint_empirical,1,6011.605931249999,6023.968702499999,48127.20478148942,76.721001067222,6796.811100411121,55000.73688296776,55267.92801772141,1481.347473611113,6439.044606447192
2025-02-25,q3,S3,joint_empirical,1,6023.968702499999,6023.968702499999,49468.81907271882,-1942.30162946332,7393.924087927779,54920.44153118327,54963.49239997141,1750.856129166667,6488.493151388893
2025-02-26,q3,S3,joint_empirical,1,6023.968702499999,6025.073628749999,44539.85997428075,1476.6598766582954,8888.904838182634,54905.424689121704,54909.774678404625,2092.8827069444433,3710.461559722223
2025-02-27,q3,S3,joint_empirical,1,6025.073628749999,6015.499019999999,46168.30703063531,-27.99656416181496,7613.689373515637,53753.999839989134,53908.626304676494,1678.1011286274008,5323.966401594642
2025-02-28,q3,S3,joint_empirical,1,6015.499019999999,6018.655394999999,17839.401651673976,108.36605353290864,6399.234323010183,24347.002028217066,24363.508142637205,1502.4977887345683,9176.793155555562
