date,position,source_timestamp,physical_interval,official_label,plan_00_grid_kwh,final_adjusted_grid_kwh,adjustment_kwh,charge_kwh,discharge_kwh,soc_start_kwh,soc_end_kwh,curtail_pv_kwh,planned_unused_nonpv_kwh,forecast_load_kwh,forecast_pv_kwh,actual_load_kwh,actual_pv_kwh,forecast_price,settlement_price,emergency_kwh,unused_surplus_kwh,plan_cost_yuan,adjustment_cost_yuan,emergency_cost_yuan,final_relative_cost_yuan,sequential_cost_yuan,decision_hour,history_cutoff_date,model_arm,scenario
2025-02-01,1,00:10,00:00-00:10,0:10-0:20,1280.6145583333334,1280.6145583333334,0.0,833.3333333333333,0.0,6000.0,6750.0,0.0,0.0,447.281225,0.0,422.0303666666667,0.0,0.4248,0.4248,0.0,25.250858333333554,544.00506438,0.0,0.0,544.00506438,544.00506438,0,2025-01-31,all_three,S3
2025-02-01,2,00:20,00:10-00:20,0:20-0:30,1286.6034875,1286.6034875,0.0,833.3333333333333,0.0,6750.0,7500.0,0.0,0.0,453.2701541666666,0.0,415.4073166666667,0.0,0.4245,0.4245,0.0,37.86283750000007,546.16318044375,0.0,0.0,546.16318044375,546.16318044375,0,2025-01-31,all_three,S3
2025-02-01,3,00:30,00:20-00:30,0:30-0:40,1293.6937500000001,1293.6937500000001,0.0,833.3333333333333,0.0,7500.0,8250.0,0.0,0.0,460.3604166666667,0.0,410.7166666666667,0.0,0.4269,0.4269,0.0,49.64375000000018,552.2778618750001,0.0,0.0,552.2778618750001,552.2778618750001,0,2025-01-31,all_three,S3
2025-02-01,4,00:40,00:30-00:40,0:40-0:50,456.77065,456.77065,0.0,0.0,0.0,8250.0,8250.0,0.0,0.0,456.77065,0.0,430.29479999999995,0.0,0.4272,0.4272,0.0,26.475850000000037,195.13242168,0.0,0.0,195.13242168,195.13242168,0,2025-01-31,all_three,S3
2025-02-01,5,00:50,00:40-00:50,0:50-1:00,1032.8183517563184,1032.8183517563184,0.0,572.3527642563183,0.0,8250.0,8765.117487830687,0.0,0.0,460.46558749999997,0.0,424.4105833333333,0.0,0.4271,0.4271,0.0,36.05500416666678,441.1167180351236,0.0,0.0,441.1167180351236,441.1167180351236,0,2025-01-31,all_three,S3
2025-02-01,6,01:00,00:50-01:00,1:00-1:10,475.89,475.89,0.0,0.0,0.0,8765.117487830687,8765.117487830687,0.0,0.0,475.89,0.0,406.0516666666666,0.0,0.4285,0.4285,0.0,69.83833333333337,203.91886499999998,0.0,0.0,203.91886499999998,203.91886499999998,0,2025-01-31,all_three,S3
2025-02-01,7,01:10,01:00-01:10,1:10-1:20,486.2747124999999,486.2747124999999,0.0,0.0,0.0,8765.117487830687,8765.117487830687,0.0,0.0,486.2747124999999,0.0,436.7501833333333,0.0,0.4311,0.4311,0.0,49.52452916666658,209.63302855874994,0.0,0.0,209.63302855874994,209.63302855874994,0,2025-01-31,all_three,S3
2025-02-01,8,01:20,01:10-01:20,1:20-1:30,475.9790958333333,475.9790958333333,0.0,0.0,0.0,8765.117487830687,8765.117487830687,0.0,0.0,475.9790958333333,0.0,451.7976833333333,0.0,0.4302,0.4302,0.0,24.18141250000002,204.7662070275,0.0,0.0,204.7662070275,204.7662070275,0,2025-01-31,all_three,S3
2025-02-01,9,01:30,01:20-01:30,1:30-1:40,462.7199999999999,462.7199999999999,0.0,0.0,0.0,8765.117487830687,8765.117487830687,0.0,0.0,462.7199999999999,0.0,446.08,0.0,0.4279,0.4279,0.0,16.63999999999993,197.99788799999996,0.0,0.0,197.99788799999996,197.99788799999996,0,2025-01-31,all_three,S3
2025-02-01,10,01:40,01:30-01:40,1:40-1:50,480.70310833333326,480.70310833333326,0.0,0.0,0.0,8765.117487830687,8765.117487830687,0.0,0.0,480.70310833333326,0.0,471.7663333333333,0.0,0.4312,0.4312,0.0,8.936774999999955,207.2791803133333,0.0,0.0,207.2791803133333,207.2791803133333,0,2025-01-31,all_three,S3
