date,position,source_timestamp,physical_interval,official_label,plan_00_grid_kwh,final_adjusted_grid_kwh,adjustment_kwh,charge_kwh,discharge_kwh,soc_start_kwh,soc_end_kwh,curtail_pv_kwh,planned_unused_nonpv_kwh,forecast_load_kwh,forecast_pv_kwh,actual_load_kwh,actual_pv_kwh,forecast_price,settlement_price,emergency_kwh,unused_surplus_kwh,plan_cost_yuan,adjustment_cost_yuan,emergency_cost_yuan,final_relative_cost_yuan,sequential_cost_yuan,decision_hour,history_cutoff_date,model_arm,scenario
2025-02-01,1,00:10,00:00-00:10,0:10-0:20,1280.6145583333334,1280.6145583333334,0.0,833.3333333333333,0.0,6000.0,6750.0,0.0,0.0,447.281225,0.0,422.0303666666667,0.0,0.4248,0.4248,0.0,25.250858333333554,544.00506438,0.0,0.0,544.00506438,544.00506438,0,2025-01-31,causal_day_ahead,Q2
2025-02-01,2,00:20,00:10-00:20,0:20-0:30,1286.6034875,1286.6034875,0.0,833.3333333333333,0.0,6750.0,7500.0,0.0,0.0,453.2701541666666,0.0,415.4073166666667,0.0,0.4245,0.4245,0.0,37.86283750000007,546.16318044375,0.0,0.0,546.16318044375,546.16318044375,0,2025-01-31,causal_day_ahead,Q2
2025-02-01,3,00:30,00:20-00:30,0:30-0:40,1293.6937500000001,1293.6937500000001,0.0,833.3333333333333,0.0,7500.0,8250.0,0.0,0.0,460.3604166666667,0.0,410.7166666666667,0.0,0.4269,0.4269,0.0,49.64375000000018,552.2778618750001,0.0,0.0,552.2778618750001,552.2778618750001,0,2025-01-31,causal_day_ahead,Q2
2025-02-01,4,00:40,00:30-00:40,0:40-0:50,1290.1039833333334,1290.1039833333334,0.0,833.3333333333333,0.0,8250.0,9000.0,0.0,0.0,456.77065,0.0,430.29479999999995,0.0,0.4272,0.4272,0.0,26.475850000000264,551.1324216800001,0.0,0.0,551.1324216800001,551.1324216800001,0,2025-01-31,causal_day_ahead,Q2
2025-02-01,5,00:50,00:40-00:50,0:50-1:00,1293.7989208333333,1293.7989208333333,0.0,833.3333333333333,0.0,9000.0,9750.0,0.0,0.0,460.46558749999997,0.0,424.4105833333333,0.0,0.4271,0.4271,0.0,36.05500416666678,552.5815190879166,0.0,0.0,552.5815190879166,552.5815190879166,0,2025-01-31,causal_day_ahead,Q2
2025-02-01,6,01:00,00:50-01:00,1:00-1:10,475.89,475.89,0.0,0.0,0.0,9750.0,9750.0,0.0,0.0,475.89,0.0,406.0516666666666,0.0,0.4285,0.4285,0.0,69.83833333333337,203.91886499999998,0.0,0.0,203.91886499999998,203.91886499999998,0,2025-01-31,causal_day_ahead,Q2
2025-02-01,7,01:10,01:00-01:10,1:10-1:20,486.2747124999999,486.2747124999999,0.0,0.0,0.0,9750.0,9750.0,0.0,0.0,486.2747124999999,0.0,436.7501833333333,0.0,0.4311,0.4311,0.0,49.52452916666658,209.63302855874994,0.0,0.0,209.63302855874994,209.63302855874994,0,2025-01-31,causal_day_ahead,Q2
2025-02-01,8,01:20,01:10-01:20,1:20-1:30,475.9790958333333,475.9790958333333,0.0,0.0,0.0,9750.0,9750.0,0.0,0.0,475.9790958333333,0.0,451.7976833333333,0.0,0.4302,0.4302,0.0,24.18141250000002,204.7662070275,0.0,0.0,204.7662070275,204.7662070275,0,2025-01-31,causal_day_ahead,Q2
2025-02-01,9,01:30,01:20-01:30,1:30-1:40,796.0533333333333,796.0533333333333,0.0,333.3333333333333,0.0,9750.0,10050.0,0.0,0.0,462.7199999999999,0.0,446.08,0.0,0.4279,0.4279,0.0,16.639999999999986,340.6312213333333,0.0,0.0,340.6312213333333,340.6312213333333,0,2025-01-31,causal_day_ahead,Q2
2025-02-01,10,01:40,01:30-01:40,1:40-1:50,480.70310833333326,480.70310833333326,0.0,0.0,0.0,10050.0,10050.0,0.0,0.0,480.70310833333326,0.0,471.7663333333333,0.0,0.4312,0.4312,0.0,8.936774999999955,207.2791803133333,0.0,0.0,207.2791803133333,207.2791803133333,0,2025-01-31,causal_day_ahead,Q2
2025-02-01,11,01:50,01:40-01:50,1:50-2:00,499.92819999999995,499.92819999999995,0.0,0.0,0.0,10050.0,10050.0,0.0,0.0,499.92819999999995,0.0,448.02596666666665,0.0,0.4333,0.4333,0.0,51.9022333333333,216.61888906,0.0,0.0,216.61888906,216.61888906,0,2025-01-31,causal_day_ahead,Q2
2025-02-01,12,02:00,01:50-02:00,2:00-2:10,501.53375000000005,501.53375000000005,0.0,0.0,0.0,10050.0,10050.0,0.0,0.0,501.53375000000005,0.0,397.4033333333333,0.0,0.4311,0.4311,0.0,104.13041666666675,216.211199625,0.0,0.0,216.211199625,216.211199625,0,2025-01-31,causal_day_ahead,Q2
2025-02-01,13,02:10,02:00-02:10,2:10-2:20,495.9134416666667,495.9134416666667,0.0,0.0,0.0,10050.0,10050.0,0.0,0.0,495.9134416666667,0.0,434.0906333333333,0.0,0.4293,0.4293,0.0,61.8228083333334,212.89564050750002,0.0,0.0,212.89564050750002,212.89564050750002,0,2025-01-31,causal_day_ahead,Q2
2025-02-01,14,02:20,02:10-02:20,2:20-2:30,499.3593708333333,499.3593708333333,0.0,0.0,0.0,10050.0,10050.0,0.0,0.0,499.3593708333333,0.0,490.5609166666666,0.0,0.4324,0.4324,0.0,8.798454166666659,215.9229919483333,0.0,0.0,215.9229919483333,215.9229919483333,0,2025-01-31,causal_day_ahead,Q2
2025-02-01,15,02:30,02:20-02:30,2:30-2:40,508.4508333333334,508.4508333333334,0.0,0.0,0.0,10050.0,10050.0,0.0,0.0,508.4508333333334,0.0,503.22,0.0,0.4367,0.4367,0.0,5.230833333333351,222.04047891666667,0.0,0.0,222.04047891666667,222.04047891666667,0,2025-01-31,causal_day_ahead,Q2
2025-02-01,16,02:40,02:30-02:40,2:40-2:50,507.1182,507.1182,0.0,0.0,0.0,10050.0,10050.0,0.0,0.0,507.1182,0.0,474.07281666666665,0.0,0.4348,0.4348,0.0,33.04538333333335,220.49499336000002,0.0,0.0,220.49499336000002,220.49499336000002,0,2025-01-31,causal_day_ahead,Q2
2025-02-01,17,02:50,02:40-02:50,2:50-3:00,511.1837541666667,511.1837541666667,0.0,0.0,0.0,10050.0,10050.0,0.0,0.0,511.1837541666667,0.0,461.38439999999997,0.0,0.4335,0.4335,0.0,49.79935416666672,221.59815743125,0.0,0.0,221.59815743125,221.59815743125,0,2025-01-31,causal_day_ahead,Q2
2025-02-01,18,03:00,02:50-03:00,3:00-3:10,520.7624999999999,520.7624999999999,0.0,0.0,0.0,10050.0,10050.0,0.0,0.0,520.7624999999999,0.0,476.94166666666666,0.0,0.4357,0.4357,0.0,43.82083333333327,226.89622124999997,0.0,0.0,226.89622124999997,226.89622124999997,0,2025-01-31,causal_day_ahead,Q2
2025-02-01,19,03:10,03:00-03:10,3:10-3:20,519.826875,519.826875,0.0,0.0,0.0,10050.0,10050.0,0.0,0.0,519.826875,0.0,483.39955,0.0,0.4374,0.4374,0.0,36.427324999999996,227.372275125,0.0,0.0,227.372275125,227.372275125,0,2025-01-31,causal_day_ahead,Q2
2025-02-01,20,03:20,03:10-03:20,3:20-3:30,522.3059458333333,522.3059458333333,0.0,0.0,0.0,10050.0,10050.0,0.0,0.0,522.3059458333333,0.0,486.6019166666666,0.0,0.4371,0.4371,0.0,35.704029166666714,228.29992892375,0.0,0.0,228.29992892375,228.29992892375,0,2025-01-31,causal_day_ahead,Q2
